smiles,text
CCOC(=O)C1=CC=CC=C1,"The molecule is a benzoate ester obtained by condensation of benzoic acid and ethanol. It is a volatile oil component found in ripe kiwifruit, cranberry juice, and palm kernel oil. It has a role as a flavouring agent, a fragrance and a volatile oil component. It is a benzoate ester and an ethyl ester.The molecule is a natural product found in Vaccinium macrocarpon, Vaccinium vitis-idaea, and other organisms with data available.The molecule is found in alcoholic beverages. Ethyl benzoate is found in various fruits, e.g. apple, banana, sweet cherry. Also present in milk, butter, wines, black tea, bourbon vanilla and fruit brandies. Ethyl benzoate is a flavouring agent As with many volatile esters, ethyl benzoate has a pleasant odor. It is a component of some artificial fruit flavors. Ethyl benzoate is the ester formed by the condensation of benzoic acid and ethanol. It is a colorless liquid that is almost insoluble in water, but miscible with most organic solvents."
O=C(OCCCC(C)C)C1=CC=CC=C1C(OCCCC(C)C)=O,"The molecule is a phthalate ester. Phthalate esters are esters of phthalic acid and are mainly used as plasticizers, primarily used to soften polyvinyl chloride. They are found in a number of products, including glues, building materials, personal care products, detergents and surfactants, packaging, children's toys, paints, pharmaceuticals, food products, and textiles. Phthalates are hazardous due to their ability to act as endocrine disruptors. They are being phased out of many products in the United States and European Union due to these health concerns. (L1903)"
P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,"Triphenyl phosphine appears as white crystals. (NTP, 1992)The molecule is a member of the class of tertiary phosphines that is phosphane in which the three hydrogens are replaced by phenyl groups. It has a role as a reducing agent. It is a member of benzenes and a tertiary phosphine."
C=CC=CC=C,The molecule is a natural product found in Solanum lycopersicum with data available.
C1CCSC1,Tetrahydrothiophene appears as a water-white liquid. About the same density as water and insoluble in water. Vapors heavier than air. Used as a solvent and to make other chemicals.The molecule is a saturated organic heteromonocyclic parent and a member of tetrahydrothiophenes.
CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,"The molecule is a natural product found in Xylopia aromatica, Wurfbainia neoaurantiaca, and other organisms with data available."
C1=CC=C(C=C1)CCCCCCC(=O)O,The molecule is a medium-chain fatty acid.
CN(C)CCCN,"The molecule is a colorless liquid. (NTP, 1992)"
O=C(OCCCCCC)C1=CC=CC=C1C(OCCCCCC)=O,"The molecule is a yellow-brown oily viscous liquid with a slight aromatic odor. Insoluble in water. (NTP, 1992)The molecule is a 2-hydroxyisophthalic acid.The molecule is a natural product found in Cryptotaenia canadensis with data available.The molecule is a phthalate ester. Phthalate esters are esters of phthalic acid and are mainly used as plasticizers, primarily used to soften polyvinyl chloride. They are found in a number of products, including glues, building materials, personal care products, detergents and surfactants, packaging, children's toys, paints, pharmaceuticals, food products, and textiles. Phthalates are hazardous due to their ability to act as endocrine disruptors. They are being phased out of many products in the United States and European Union due to these health concerns. (L1903)"
Cc1c(C)cccc1,"O-xylene appears as a colorless watery liquid with a sweet odor. Less dense than water. Insoluble in water. Irritating vapor. (USCG, 1999)The molecule is a xylene substituted by methyl groups at positions 1 and 2.The molecule is a natural product found in Psidium guajava, Juglans nigra, and other organisms with data available.The molecule is an aromatic hydrocarbon based on benzene with two methyl substituents. It is a isomer of xylene. Xylene occurs naturally in petroleum and coal tar, and is major component of gasoline and fuel oil. Xylene is used mainly as a solvent and in the printing, rubber, and leather industries. O-xylene is largely used in the production of phthalic anhydride, and is generally extracted by distillation from a mixed xylene stream in a plant primarily designed for p-xylene production. Contrary to popular belief, a series of switch condensers is required, and not a complicated setup of distillation columns that never work (L938, T10, L165). It can cause irritation eyes, skin, nose, throat; dizziness, excitement, drowsiness, incoordination, staggering gait; corneal vacuolization; anorexia, nausea, vomiting, abdominal pain; dermatitis. The targets of this compound are eyes, skin, respiratory system, central nervous system, gastrointestinal tract, blood, liver, kidneys."
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,"The molecule is a synthetic tertiary amine alkaloid with antimuscarinic properties. Homatropine, a competitive inhibitor of acetylcholine at the muscarinic receptor, blocks parasympathetic nerve stimulation."
CCOC(C)=O,"Ethyl acetate appears as a clear colorless liquid with a fruity odor. Flash point 24 °F. Less dense than water. Vapors heavier than air.The molecule is the acetate ester formed between acetic acid and ethanol. It has a role as a polar aprotic solvent, an EC 3.4.19.3 (pyroglutamyl-peptidase I) inhibitor, a metabolite and a Saccharomyces cerevisiae metabolite. It is an acetate ester, an ethyl ester and a volatile organic compound.The molecule is a natural product found in Vitis rotundifolia, Cinnamomum sieboldii, and other organisms with data available.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae."
CCNC1=CC=CC=C1,N-ethylaniline appears as a dark liquid with an aromatic odor. Insoluble in water. Density 0.963 g / cm3. Toxic by skin absorption and inhalation of vapors. Evolves toxic fumes during combustion. Flash point 185 °F.The molecule is a member of benzenes.The molecule is a natural product found in Camellia sinensis with data available.
CC(C)CCOC=O,The molecule is the formate ester of isoamylol. It is functionally related to an isoamylol.The molecule is a natural product found in Plectranthus glabratus with data available.
CCCCCCCCCC(=O)O,"The molecule is a white crystalline solid with a rancid odor. Melting point 31.5 °C. Soluble in most organic solvents and in dilute nitric acid; non-toxic. Used to make esters for perfumes and fruit flavors and as an intermediate for food-grade additives.The molecule is a C10, straight-chain saturated fatty acid. It has a role as an antibacterial agent, an anti-inflammatory agent, a human metabolite, a volatile oil component, a plant metabolite and an algal metabolite. It is a straight-chain saturated fatty acid and a medium-chain fatty acid. It is a conjugate acid of a decanoate. It derives from a hydride of a decane.The molecule is a solid. This compound belongs to the straight chain fatty acids. These are fatty acids with a straight aliphatic chain. The proteins that decanoic acid targets include furin, octanoyltransferase, 3-oxoacyl-[acyl-carrier-protein] synthase 1, peptostreptococcal albumin-binding protein, and putative uncharacterized protein tcp14.The molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655).The molecule is a saturated medium-chain fatty acid with a 10-carbon backbone. Capric acid is found naturally in the coconut and palm kernel oils as well as the milk of various mammals.The molecule is a member of the series of fatty acids found in oils and animal fats. The names of Caproic, Caprylic, and Capric acids are all derived from the word caper (Latin: 'goat'). These are colorless light yellowish transparent oily liquids with unconfortable smells. These are used in organic synthesis, manufacture of perfume, medicine, lubricating grease, rubber and dye."
CCCCCCCCCCCCO,"The molecule is a colorless thick liquid with a sweet odor. Floats on water. Freezing point is 75 °F. (USCG, 1999)The molecule is a fatty alcohol that is dodecane in which a hydrogen from one of the methyl groups is replaced by a hydroxy group. It is registered for use in apple and pear orchards as a Lepidopteran pheromone/sex attractant, used to disrupt the mating behaviour of certain moths whose larvae destroy crops. It has a role as a cosmetic, a pheromone, an insect attractant, a plant metabolite and an insecticide. It is a primary alcohol, a fatty alcohol and a member of dodecanols. It derives from a hydride of a dodecane.The molecule is a saturated 12-carbon fatty alcohol obtained from coconut oil fatty acids. It has a floral odor and is used in detergents, lubricating oils, and pharmaceuticals. (From McGraw-Hill Dictionary of Scientific and Technical Terms, 5th ed)The molecule is a natural product found in Mikania cordifolia, Hypericum hyssopifolium, and other organisms with data available.The molecule is used in detergents, lubricating oils, and pharmaceuticals. (From McGraw-Hill Dictionary of Scientific and Technical Terms, 5th ed)"
COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,"Pentachloroanisole appears as needles or white crystals. (NTP, 1992)"
